imagem,classe,ang_1,ang_2,ang_3,ang_4,ang_5,ang_6,ang_7,ang_8
File42.png,Warrior_II_Pose_or_Virabhadrasana_II_,124.78,173.11,99.56,106.56,84.57,106.19,74.23,110.81
253.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,163.01,126.53,85.41,97.59,120.75,84.03,177.85,124.82
267.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,129.05,152.53,102.44,109.05,67.82,106.45,58.91,107.66
File22.png,Warrior_II_Pose_or_Virabhadrasana_II_,168.65,112.93,116.68,108.16,103.87,104.6,108.13,60.35
File36.png,Warrior_II_Pose_or_Virabhadrasana_II_,116.88,158.26,98.99,97.05,80.11,104.41,84.79,100.46
287.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,159.21,157.0,89.94,114.94,130.31,78.43,129.69,63.52
449.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,105.84,161.04,97.06,112.57,76.14,95.38,58.4,114.08
502.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,122.29,128.84,86.67,85.12,67.98,125.27,53.7,102.97
167.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,124.38,170.88,103.98,94.87,111.18,113.19,129.64,176.41
File18.png,Warrior_II_Pose_or_Virabhadrasana_II_,105.62,143.89,103.54,86.54,81.22,128.56,65.17,103.52
33.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,111.33,148.89,103.05,94.78,92.17,122.73,85.21,113.36
File45.png,Warrior_II_Pose_or_Virabhadrasana_II_,117.07,166.97,94.0,106.83,91.62,110.38,69.1,110.93
File19.png,Warrior_II_Pose_or_Virabhadrasana_II_,117.24,163.33,103.62,109.75,87.89,113.13,73.77,98.17
File10.png,Warrior_II_Pose_or_Virabhadrasana_II_,126.11,139.57,91.93,88.94,86.05,109.97,74.91,104.88
359.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,151.05,159.68,100.4,88.2,89.27,132.29,114.74,171.89
File8.png,Warrior_II_Pose_or_Virabhadrasana_II_,108.45,138.59,96.23,99.53,78.75,110.02,72.0,108.76
74.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,117.14,151.02,94.19,87.81,61.8,128.22,65.72,135.06
529.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,171.74,128.31,114.02,106.78,103.6,82.56,136.78,79.98
199.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,165.63,136.89,95.62,102.09,110.05,83.36,145.04,84.41
File6.png,Warrior_II_Pose_or_Virabhadrasana_II_,115.44,151.65,101.43,98.46,63.69,111.15,69.12,118.27
119.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,121.21,122.83,92.82,89.08,124.74,98.51,118.29,69.97
27.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,115.09,113.96,93.57,37.5,94.66,149.36,74.57,97.77
File31.png,Warrior_II_Pose_or_Virabhadrasana_II_,157.39,124.01,89.45,102.68,119.98,71.0,151.08,77.8
381.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,134.21,105.07,100.4,91.61,102.12,64.1,125.92,57.69
198.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,167.41,131.79,130.27,110.38,108.54,92.47,141.07,92.72
File16.png,Warrior_II_Pose_or_Virabhadrasana_II_,106.44,172.73,99.35,105.99,81.51,102.15,72.52,118.18
File33.png,Warrior_II_Pose_or_Virabhadrasana_II_,129.15,164.43,99.45,103.05,82.98,102.49,115.86,171.48
File34.png,Warrior_II_Pose_or_Virabhadrasana_II_,124.4,166.01,101.14,104.46,88.29,118.48,77.76,110.91
1.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,120.29,170.18,98.32,113.88,69.03,104.47,66.49,114.89
474.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,111.67,158.29,98.37,95.94,105.36,119.19,84.74,122.41
File23.png,Warrior_II_Pose_or_Virabhadrasana_II_,171.76,131.12,100.63,100.46,100.52,86.72,114.22,83.76
File21.png,Warrior_II_Pose_or_Virabhadrasana_II_,173.21,127.52,100.59,105.85,122.5,97.47,129.58,91.91
File39.png,Warrior_II_Pose_or_Virabhadrasana_II_,114.24,162.86,94.08,98.3,84.37,113.21,73.78,116.89
File11.png,Warrior_II_Pose_or_Virabhadrasana_II_,143.96,151.03,101.6,85.61,89.96,129.29,110.16,176.59
363.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,142.66,149.0,115.26,113.32,52.54,115.55,47.12,129.63
88.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,170.39,119.36,95.51,102.86,141.04,104.17,150.37,113.11
227.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,116.3,161.28,102.99,104.89,94.02,110.21,74.48,101.98
31.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,97.58,138.22,86.69,95.13,59.32,89.79,53.45,87.32
File26.png,Warrior_II_Pose_or_Virabhadrasana_II_,106.51,151.9,88.55,84.63,93.09,120.0,76.0,114.11
558.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,66.0,117.22,147.2,140.73,115.28,114.69,171.39,98.66
File7.png,Warrior_II_Pose_or_Virabhadrasana_II_,167.22,126.78,97.89,94.54,100.92,82.5,134.21,67.85
481.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,116.64,140.62,107.19,80.96,79.23,134.81,77.01,124.98
521.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,115.42,146.49,100.66,96.12,80.84,124.43,86.67,121.63
544.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,164.82,164.12,94.61,100.65,131.27,111.68,152.9,79.56
File3.png,Warrior_II_Pose_or_Virabhadrasana_II_,152.45,147.69,95.16,111.11,118.77,82.41,117.68,73.74
420.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,136.73,151.83,94.13,104.43,98.58,50.23,153.24,67.69
565.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,137.92,73.34,78.82,90.34,140.41,130.3,158.87,167.26
513.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,145.49,162.01,108.13,87.8,96.4,141.84,122.28,174.21
File17.png,Warrior_II_Pose_or_Virabhadrasana_II_,174.4,128.0,100.01,103.21,110.44,85.2,139.47,79.48
File37.png,Warrior_II_Pose_or_Virabhadrasana_II_,168.51,129.19,115.22,107.83,105.9,75.76,121.55,84.05
514.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,168.89,150.17,102.21,110.85,113.14,66.81,165.72,88.14
547.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,163.15,107.33,112.11,103.69,114.5,97.03,130.23,86.44
File49.png,Warrior_II_Pose_or_Virabhadrasana_II_,112.81,170.07,95.41,101.04,99.17,116.37,80.62,115.62
File4.png,Warrior_II_Pose_or_Virabhadrasana_II_,115.43,173.87,101.56,113.89,96.12,114.79,65.16,107.39
164.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,122.67,156.08,90.23,97.57,85.65,109.33,74.69,105.83
File48.png,Warrior_II_Pose_or_Virabhadrasana_II_,174.14,178.46,40.2,141.2,146.94,55.57,179.35,117.88
File15.png,Warrior_II_Pose_or_Virabhadrasana_II_,109.7,160.38,96.95,101.82,88.07,111.51,73.42,105.9
246.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,100.43,162.31,93.28,112.43,66.04,130.79,49.74,135.86
165.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,152.79,167.99,106.51,104.41,101.11,134.29,104.08,130.06
517.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,121.77,165.26,98.42,104.07,97.67,123.83,100.86,123.78
85.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,163.15,139.98,81.13,91.29,132.31,92.42,120.06,82.12
File14.png,Warrior_II_Pose_or_Virabhadrasana_II_,171.39,134.23,106.02,94.29,105.45,90.5,130.5,82.79
282.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,167.01,130.63,104.21,94.71,117.05,90.03,124.06,68.87
File30.png,Warrior_II_Pose_or_Virabhadrasana_II_,137.93,121.16,102.36,95.49,108.3,71.98,105.12,54.83
File44.png,Warrior_II_Pose_or_Virabhadrasana_II_,114.48,159.79,89.0,104.12,98.36,103.47,73.39,87.89
File20.png,Warrior_II_Pose_or_Virabhadrasana_II_,150.11,169.3,105.81,112.87,80.44,100.44,78.4,123.24
File24.png,Warrior_II_Pose_or_Virabhadrasana_II_,120.49,167.58,101.28,101.56,80.55,115.73,72.45,121.42
472.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,177.25,122.15,114.25,70.91,77.25,145.21,56.54,120.55
500.jpg,Warrior_II_Pose_or_Virabhadrasana_II_,175.83,142.98,73.3,116.38,126.92,73.04,119.29,47.12
0_167.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,137.23,140.17,31.71,45.83,165.27,166.67,81.16,56.03
50.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.66,164.07,70.06,71.56,122.75,140.21,86.38,68.76
51.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,132.04,141.99,123.15,111.03,119.93,125.35,165.9,176.04
0_213.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,148.8,108.02,52.46,44.78,149.31,159.56,50.89,66.24
File39.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.97,115.15,16.19,23.05,132.29,155.91,48.82,50.15
633.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,133.67,170.53,60.82,33.2,92.9,155.52,66.42,46.29
471.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,157.12,162.09,74.22,68.41,136.41,125.79,71.81,68.66
File32.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,148.51,166.74,75.79,63.37,164.34,155.29,53.9,42.37
File47.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,175.51,147.01,42.98,52.6,143.41,159.66,48.64,59.3
525.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,146.55,157.75,49.98,35.19,155.73,144.04,48.51,40.53
608.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,167.34,166.59,61.68,53.63,166.74,158.0,48.38,52.74
0_414.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,133.23,106.52,54.5,51.74,145.72,172.7,70.04,82.22
349.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,134.34,172.95,56.34,48.51,142.94,160.71,97.9,55.99
171.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,169.47,154.64,48.95,44.19,146.36,166.98,41.68,50.27
File45.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,158.46,151.9,72.13,72.53,129.63,136.76,70.54,72.6
File20.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,147.8,168.38,73.94,68.35,146.38,142.34,68.72,65.56
274.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,128.24,155.84,70.43,48.67,158.84,153.17,87.39,79.46
File21.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,150.82,132.19,76.19,77.01,143.41,138.66,61.45,75.97
10.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,136.46,143.48,72.79,69.68,151.97,141.02,71.49,56.31
127.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,153.11,128.92,66.82,76.22,156.68,164.59,34.78,39.39
0_231.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,135.09,140.62,51.57,66.32,25.82,33.22,57.08,94.85
235.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,170.64,168.73,15.28,17.63,170.02,165.37,151.29,173.43
262.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,76.02,71.96,66.53,59.5,138.47,151.01,70.09,56.99
0_278.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,157.61,158.03,94.24,49.35,151.64,136.13,76.81,36.55
503.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,160.4,169.74,40.3,28.04,145.71,108.55,113.7,172.53
62.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,170.74,147.91,38.47,88.26,112.17,154.24,166.15,51.24
398.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,147.7,145.52,46.56,45.36,139.36,142.05,80.22,76.62
40.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.4,171.95,56.43,51.97,164.07,158.55,53.65,52.0
File38.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,160.66,164.93,74.51,85.56,141.09,130.38,71.45,69.56
File54.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,139.44,155.33,82.49,82.56,142.69,131.45,73.88,75.98
File33.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,151.15,151.5,79.52,74.37,140.63,151.32,63.83,67.26
File25.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,141.41,159.71,73.65,83.26,149.92,138.24,67.82,63.46
121.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,163.86,142.89,58.05,65.2,137.46,137.34,27.91,30.54
0_486.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,142.18,157.05,41.29,53.12,170.94,133.88,64.73,50.4
410.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,158.65,122.99,64.76,62.85,137.56,168.87,65.23,72.75
528.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,143.44,141.9,68.18,72.2,138.01,147.48,61.55,69.91
File5.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,166.53,168.61,65.08,59.77,142.61,133.9,66.82,55.85
0_518.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,142.39,114.81,53.99,51.97,150.72,159.4,52.31,65.27
504.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,166.42,126.71,60.13,60.92,141.17,172.07,54.13,58.39
143.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,170.27,162.22,32.41,50.44,109.02,99.83,87.55,73.61
342.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,122.48,165.65,64.45,24.44,148.65,167.47,59.98,45.26
232.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,147.03,172.15,84.01,84.97,167.9,155.24,94.18,84.04
467.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,178.02,133.82,66.64,70.09,149.88,138.4,43.88,49.21
File7.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,150.56,160.3,75.57,64.13,151.73,136.93,63.96,56.21
File49.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,128.87,156.53,82.01,81.4,155.25,152.95,52.83,48.84
426.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.64,157.39,68.21,63.21,145.84,137.82,70.32,49.11
198.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,158.2,176.45,31.47,38.17,113.95,156.36,45.63,78.11
187.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,125.91,168.56,51.28,50.99,114.3,137.34,173.65,154.67
File9.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,81.79,97.92,76.24,76.12,163.88,169.19,37.35,43.35
55.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,153.35,137.51,65.54,68.63,137.72,150.8,65.64,77.28
150.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,128.59,144.81,68.65,59.74,150.42,159.58,152.7,157.53
File8.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,164.77,172.54,89.81,78.33,122.8,123.88,68.45,66.42
File3.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,175.84,127.37,55.61,57.16,154.9,154.63,40.89,57.26
141.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,156.97,168.19,67.1,61.23,153.86,152.24,61.69,45.6
339.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,142.9,165.65,56.04,49.8,171.59,160.19,54.06,53.05
File15.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,169.79,138.6,89.12,88.41,149.81,155.43,95.86,101.86
File18.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,148.29,168.54,83.65,76.08,125.96,128.91,80.97,80.13
603.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,159.25,176.11,78.18,82.22,121.98,119.71,75.14,69.36
200.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,150.41,163.89,72.19,51.09,154.37,144.84,67.46,78.06
0_204.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,123.81,164.38,65.06,79.27,143.51,132.14,98.76,80.16
File30.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,122.59,150.2,74.43,61.18,125.22,114.05,31.16,19.11
File42.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,166.27,137.39,65.14,73.81,152.83,160.3,40.55,53.03
338.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,169.01,157.05,53.69,24.15,112.19,148.57,65.81,88.7
76.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,148.73,147.64,62.82,71.24,151.66,157.2,57.82,63.74
304.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.09,178.47,55.54,52.72,137.03,129.17,86.45,66.85
557.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,156.15,157.59,47.62,53.74,169.25,157.73,56.83,63.45
89.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,150.46,157.34,48.54,41.7,158.14,146.84,76.44,58.68
File48.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,163.91,136.87,69.34,74.2,142.88,147.28,62.85,73.77
514.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,137.41,149.64,43.07,87.1,148.75,109.71,74.78,43.91
630.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,75.72,65.72,93.4,71.32,131.12,125.76,169.2,64.79
399.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,158.74,148.49,65.26,59.32,130.88,165.97,35.94,44.31
0_355.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,154.56,109.22,51.15,61.59,150.01,171.79,51.72,60.89
File46.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,168.25,155.66,70.62,77.25,161.41,170.89,34.22,42.6
421.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,139.58,117.57,67.31,55.13,154.74,173.9,51.17,36.28
File35.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,149.19,164.53,68.18,63.26,165.33,161.76,68.35,61.82
284.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,167.67,167.37,29.52,46.72,128.06,122.69,178.41,88.57
496.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,174.48,129.47,49.01,96.34,164.02,146.65,51.13,57.94
614.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,149.41,153.98,61.22,65.36,129.41,133.66,68.62,82.45
254.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,165.87,124.23,72.57,62.06,146.24,127.41,165.48,157.51
80.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,162.9,139.22,53.91,59.52,145.17,150.58,43.2,54.23
476.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,92.53,90.25,39.88,58.17,95.26,161.45,134.3,60.11
42.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,164.9,167.58,71.79,63.49,140.94,140.63,76.36,69.38
File41.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,145.27,167.82,75.37,68.09,159.17,150.65,59.63,53.34
126.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,132.62,118.11,70.58,75.58,149.11,165.3,47.63,54.3
0_192.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.56,165.47,44.09,72.78,159.11,153.63,68.68,58.28
48.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,137.35,158.28,86.82,74.06,125.42,137.52,82.28,77.85
26.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,88.66,70.72,78.58,63.74,158.25,178.39,134.05,116.89
0_604.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.88,155.48,42.27,52.7,156.68,138.47,74.86,51.44
629.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,143.84,158.13,40.77,41.75,168.14,145.47,78.65,62.13
0_383.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,61.65,114.82,71.32,18.62,131.42,127.98,144.45,156.69
585.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,151.12,166.29,63.38,72.5,134.42,132.9,70.2,77.82
File13.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,144.63,154.69,76.5,80.21,148.53,120.85,68.43,56.79
77.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,172.42,137.17,55.62,44.34,150.14,155.1,143.99,138.6
149.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,127.28,142.7,42.25,51.39,150.62,125.41,93.21,56.08
400.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,136.14,167.56,65.33,48.76,151.98,146.51,68.63,49.88
82.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.16,163.6,65.43,68.1,155.44,167.42,52.87,57.74
505.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,129.54,122.0,71.01,63.95,147.19,157.16,50.0,56.35
252.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,129.11,151.89,46.88,49.35,107.63,133.69,163.46,153.24
233.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,139.28,164.26,47.37,49.11,172.31,155.21,62.42,51.89
0_247.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,134.94,165.52,39.07,48.5,166.68,134.95,58.54,43.51
File19.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,105.43,91.4,127.92,117.15,147.37,158.03,24.5,31.07
67.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,145.99,145.12,67.8,74.66,162.64,153.19,46.34,36.18
138.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,67.04,69.37,71.14,66.54,92.59,89.87,174.81,173.31
447.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,134.13,143.34,59.68,52.35,150.41,146.23,51.69,39.62
550.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.52,161.1,64.4,54.98,148.03,144.22,73.4,61.98
0_172.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,167.61,169.74,33.48,68.8,159.01,127.98,74.38,50.17
453.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,176.74,150.17,60.51,41.96,148.15,147.66,140.39,143.54
306.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,163.94,167.89,53.49,39.82,146.07,158.64,63.94,67.87
259.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,165.79,174.89,62.44,53.62,155.06,146.22,64.18,55.55
File22.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,167.1,144.32,61.57,71.58,151.0,151.76,28.32,35.05
0_224.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,159.64,124.11,97.19,35.31,126.13,131.35,146.12,147.72
572.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,154.58,145.28,67.04,75.49,153.44,157.42,74.13,74.62
513.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,89.72,88.93,40.77,64.75,98.18,163.72,127.75,55.82
15.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,169.12,121.5,36.21,62.96,159.0,138.25,55.89,63.26
84.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,78.22,70.33,79.04,72.41,135.29,135.79,85.79,164.82
619.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,153.2,103.6,45.81,59.18,136.34,153.79,63.53,82.15
261.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,174.2,162.22,21.22,43.97,164.17,118.22,82.6,44.64
87.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,139.29,152.42,61.26,57.43,160.8,135.73,68.44,51.18
454.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,133.18,82.79,46.42,82.57,110.15,154.0,176.06,55.77
434.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.73,145.49,65.43,76.6,146.02,161.08,57.82,60.97
112.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,144.19,154.12,63.9,50.54,154.47,136.87,68.4,55.2
578.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,150.26,169.25,69.75,66.89,142.8,158.33,69.11,97.27
510.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,148.34,167.88,57.1,49.68,132.08,117.85,74.05,63.01
556.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.62,166.07,58.06,50.42,154.05,131.66,71.61,61.89
0_203.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,166.85,169.85,59.21,61.43,156.94,143.0,74.21,59.01
File6.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,73.54,53.02,59.72,71.13,129.9,176.44,99.15,54.81
0_442.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,81.5,68.92,41.96,19.71,60.76,107.45,143.95,68.86
576.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,169.87,134.93,71.99,63.46,147.06,169.27,46.55,56.55
File11.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,162.76,156.75,92.77,90.22,126.97,124.91,154.41,152.45
File36.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,145.43,153.42,73.73,77.45,162.29,151.56,54.86,52.11
241.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,171.22,141.12,60.85,72.94,154.66,168.24,50.97,54.95
311.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,170.51,152.65,74.11,76.17,142.85,154.68,66.12,73.54
296.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,143.03,133.97,51.94,62.55,142.68,160.45,54.58,70.84
111.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,137.52,148.84,66.26,63.89,128.59,141.35,54.69,68.48
130.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,155.04,143.54,39.36,48.64,147.33,164.35,66.76,81.36
564.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,159.91,61.28,117.82,128.41,160.42,159.94,55.28,55.87
285.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,162.64,165.1,33.47,45.55,95.93,152.53,93.31,160.07
515.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,152.01,176.18,68.37,72.82,154.57,141.51,71.08,60.5
219.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,165.56,119.56,58.81,68.56,142.95,170.86,54.12,59.91
File43.png,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,165.25,171.96,81.59,71.0,127.28,133.85,83.45,73.92
43.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.72,120.42,40.82,67.94,125.16,152.26,53.53,79.01
38.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,156.92,138.92,55.77,69.9,152.35,167.15,49.05,59.75
568.jpg,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,156.53,162.15,64.15,42.95,161.14,149.91,69.46,59.71
